"Code";"EAN koda";"Product name";"Žeton";"Kratek opis";"Podroben opis";"Stamp";"Kategorije";"Objavljeno";"Arhivirano";"Košarica";"Mission";"New";"Priporočamo";"Zaloga";"Nabavna cena";"Prodajna cena";"online price";"Funkcijska cena";"DDV v %";"Teža v kg";"Unit";"Podenota";"Prikazna slika";"Dodatna fotografija 1";"Dodatna fotografija 2";"Dodatna fotografija 3";"Dodatna fotografija 4";"Dodatna fotografija 5";"Dodatna fotografija 6";"Dodatna fotografija 7";"Dodatna fotografija 8";"Količina v paketu";"Min. količina za naročilo";"Max. količina za naročilo";"Qty step";"Dobava od";"Dobava do";"Ni sinhronizacije";"Koda nadprodukta";"Kode povezanih produktov";"Kode dodatnih storitev";"Skladišče Open Ocean Sports GmbH (Main warehouse)";"Skladišče Cobra International Co., LTD (Board production)";"Skladišče Open Ocean Sports GmbH (Open Ocean warehouse)";"Skladišče Marketing France (Marketing FR)";"Skladišče Transit 1 (Cobra) E.S.T. end of January (Transit 1)";"Skladišče Transit 2 (China) E.S.T. (Transit 2)";"Skladišče Nicholas Warembourg (Nico - Team Rider)";"Skladišče Nicolas Reynes (Nicolas - team rider)";"Skladišče Tine Slabe (Tine - team rider)";"Skladišče Transit 4 (Ukraine) EST 05.04. (Transit 4)";"Skladišče Transit 5 (Airfright China) ETA 20.06. (Transit 5)";"Skladišče Germany one (Germany one)";"Skladišče Germany two (Germany two)";"Skladišče Slovenia one (Slovenia one)";"Skladišče Surfline Kiel (Surfline Kiel)";"Skladišče Global Creation Sports Gear LTD. (China production)";"Skladišče ExW (Time2Enjoy (Australia))";"Skladišče Thomas Goyard (Goyard)";"Skladišče Test parc France (Test Parc FR)";"Skladišče Miry 24 Logistik GmbH (Warehouse Hamburg)";"Skladišče not valid stock (''Inventory'')";"Skladišče GR (Test Parc GER)";"Skladišče Warehouse Switzerland (Warehouse Switzerland)";"Skladišče Time 4 Action (T4A)";"Size";"Available for preorder"
"PATRIK_FOIL_FRONT_WING";"";"Patrik Foil Front Wing";"patrik-foil-front-wing";"<p>A.I.O. HYDRO-FOIL FRONTWINGS</p>";"<div class=""flex_column av_one_half  flex_column_div av-zero-column-padding   avia-builder-el-5  el_after_av_one_half  el_before_av_hr  column-top-margin"" style=""border-radius: 0px;"">
<div class=""avia-data-table-wrap avia_responsive_table"">
<table class=""avia-table avia-data-table avia-table-1  avia-builder-el-6  avia-builder-el-no-sibling  avia_pricing_default "" style=""height: 462px; width: 968.984375px;"">
<tbody>
<tr class=""avia-heading-row"">
<th class="""" style=""width: 220px; text-align: center;"">MODEL</th>
<th class="""" style=""width: 269px; text-align: center;"">SPAN</th>
<th class="""" style=""width: 398px; text-align: center;"">SHAPE</th>
<th class="""" style=""width: 528px; text-align: center;"">USE</th>
<th class="""" style=""width: 397.984375px; text-align: center;"">RIDERLEVEL</th>
</tr>
<tr class="""">
<td class="""" style=""width: 220px; text-align: center;"">500 cm2</td>
<td class="""" style=""width: 269px; text-align: center;"">66 cm</td>
<td class="""" style=""width: 398px; text-align: center;"">High-Aspect</td>
<td class="""" style=""width: 528px; text-align: center;"">Windfoil Free-Race</td>
<td class="""" style=""width: 397.984375px; text-align: center;"">advanced</td>
</tr>
<tr class="""">
<td class="""" style=""width: 220px; text-align: center;"">700 cm2</td>
<td class="""" style=""width: 269px; text-align: center;"">74 cm</td>
<td class="""" style=""width: 398px; text-align: center;"">High-Aspect</td>
<td class="""" style=""width: 528px; text-align: center;"">Windfoil Free-Race <br />and Wing Racing</td>
<td class="""" style=""width: 397.984375px; text-align: center;"">intermediate to advanced</td>
</tr>
<tr class="""">
<td class="""" style=""width: 220px; text-align: center;"">900 cm2</td>
<td class="""" style=""width: 269px; text-align: center;"">88 cm</td>
<td class="""" style=""width: 398px; text-align: center;"">High-Aspect</td>
<td class="""" style=""width: 528px; text-align: center;"">Wing Advanced, Prone Foiling, <br />Windfoil Course Race</td>
<td class="""" style=""width: 397.984375px; text-align: center;"">intermediate to advanced</td>
</tr>
<tr class="""">
<td class="""" style=""width: 220px; text-align: center;"">1100 cm2</td>
<td class="""" style=""width: 269px; text-align: center;"">72 cm</td>
<td class="""" style=""width: 398px; text-align: center;"">Low-Aspect Carving</td>
<td class="""" style=""width: 528px; text-align: center;"">Prone, Windfoil Freemove, <br />Wave Winging</td>
<td class="""" style=""width: 397.984375px; text-align: center;"">beginner to advanced</td>
</tr>
<tr class="""">
<td class="""" style=""width: 220px; text-align: center;"">1120 cm2</td>
<td class="""" style=""width: 269px; text-align: center;"">97 cm</td>
<td class="""" style=""width: 398px; text-align: center;"">High-Aspect</td>
<td class="""" style=""width: 528px; text-align: center;"">Wing, Prone, Downwind, Dockstart</td>
<td class="""" style=""width: 397.984375px; text-align: center;"">intermediate to expert</td>
</tr>
<tr class="""">
<td class="""" style=""width: 220px; text-align: center;"">1300 cm2</td>
<td class="""" style=""width: 269px; text-align: center;"">92 cm</td>
<td class="""" style=""width: 398px; text-align: center;"">Medium-Aspect</td>
<td class="""" style=""width: 528px; text-align: center;"">Wing Allround and <br />Windfoil Lightwind Freeride</td>
<td class="""" style=""width: 397.984375px; text-align: center;"">beginner to intermediate</td>
</tr>
<tr class="""">
<td class="""" style=""width: 220px; text-align: center;"">1600 cm2</td>
<td class="""" style=""width: 269px; text-align: center;"">94 cm</td>
<td class="""" style=""width: 398px; text-align: center;"">Medium-Aspect</td>
<td class="""" style=""width: 528px; text-align: center;"">Wing Lightwind and <br />Windfoil Ultra Lightwind Freeride</td>
<td class="""" style=""width: 397.984375px; text-align: center;"">beginner to intermediate</td>
</tr>
<tr class="""">
<td class="""" style=""width: 220px; text-align: center;"">2000 cm2</td>
<td class="""" style=""width: 269px; text-align: center;"">100 cm</td>
<td class="""" style=""width: 398px; text-align: center;"">Low-Medium-Aspect</td>
<td class="""" style=""width: 528px; text-align: center;"">Pumpfoiling Beginners<br />Wing Ultra Lightwind</td>
<td class="""" style=""width: 397.984375px; text-align: center;"">beginner to intermediate</td>
</tr>
</tbody>
</table>
</div>
</div>";"";"WINDSURFING\WING AND FOIL SPORTS\AIO Windsurf foil system\AIO Windsurf foil parts\AIO foil system\AIO Wing foil parts";"1";"0";"1";"0";"0";"0";"";"0,0000";"0,0000";"0,0000";"0,0000";"0,0000";"0,00";"";"";"https://www.patrikinternational.com/assets/shop_product/front-wings-v1.png";"";"";"";"";"";"";"";"";"0,0000";"0,000";"0,000";"0,000";"0";"0";"0";"";"PATRIK_FOIL_AIO_PRO\PATRIK_FOIL_RIDE\PATRIK_FOIL_RACE\PATRIK_FOIL_AIO_WINDSURF";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"Yes"
"P05220003200";"4262431694777";"Patrik Foil Set HF Cross 2000";"p05220003200";"";"";"";"WING AND FOIL SPORTS\AIO foil system\AIO Wing foil sets";"1";"0";"1";"0";"0";"0";"Contact distributor";"0,0000";"0,0000";"326,8000";"326,8000";"0,0000";"0,00";"kos";"";"https://www.patrikinternational.com/assets/shop_product/patrik-hf-cross-2000-foilset-v1.png";"";"";"";"";"";"";"";"";"1,0000";"0,000";"0,000";"0,000";"0";"0";"0";"PATRIK_FOIL_SET_HF_CROSS";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"2000";""
"P05220004090";"4262431694784";"Patrik Foil Set HF-Wave-Style Carbon 900";"p05220004090";"";"";"";"WING AND FOIL SPORTS\AIO foil system\AIO Wing foil sets";"1";"0";"1";"0";"0";"0";"Contact distributor";"0,0000";"0,0000";"536,8450";"536,8450";"0,0000";"0,00";"kos";"";"https://www.patrikinternational.com/assets/shop_product/patrik-hf-wavestyle-carbon-900-foilset-v1.png";"";"";"";"";"";"";"";"";"1,0000";"0,000";"0,000";"0,000";"0";"0";"0";"PATRIK_FOIL_SET_HF_WAVE_STYLE";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"5";"0";"0";"0";"900";""
"P14219004001";"4262431697594";"Mast Top Pin Cap";"p14219004001";"";"";"";"SPARE PARTS\Rig spare parts";"1";"0";"1";"0";"0";"0";"Contact distributor";"0,0000";"0,0000";"0,3800";"0,3800";"0,0000";"0,00";"kos";"";"https://www.patrikinternational.com/assets/shop_product/sparemast-top-pin-cap.jpg";"";"";"";"";"";"";"";"";"1,0000";"0,000";"0,000";"0,000";"0";"0";"0";"";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15";"0";"0";"3";"";"Yes"
"P05220004110";"4262431694791";"Patrik Foil Set HF-Wave-Style Carbon 1100";"p05220004110";"";"";"";"WING AND FOIL SPORTS\AIO foil system\AIO Wing foil sets";"1";"0";"1";"0";"0";"0";"Contact distributor";"0,0000";"0,0000";"522,5950";"522,5950";"0,0000";"0,00";"kos";"";"https://www.patrikinternational.com/assets/shop_product/patrik-hf-wavestyle-carbon-1100-foilset-v1.png";"";"";"";"";"";"";"";"";"1,0000";"0,000";"0,000";"0,000";"0";"0";"0";"PATRIK_FOIL_SET_HF_WAVE_STYLE";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"5";"0";"0";"0";"1100";""
"P05220004130";"4262431694807";"Patrik Foil Set HF-Wave-Style Carbon 1300";"p05220004130";"";"";"";"WING AND FOIL SPORTS\AIO foil system\AIO Wing foil sets";"1";"0";"1";"0";"0";"0";"Contact distributor";"0,0000";"0,0000";"532,0950";"532,0950";"0,0000";"0,00";"kos";"";"https://www.patrikinternational.com/assets/shop_product/patrik-hf-wavestyle-carbon-1300-foilset-v1.png";"";"";"";"";"";"";"";"";"1,0000";"0,000";"0,000";"0,000";"0";"0";"0";"PATRIK_FOIL_SET_HF_WAVE_STYLE";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"1300";""
"P05220004160";"4262431694814";"Patrik Foil Set HF-Wave-Style Carbon 1600";"p05220004160";"";"";"";"WING AND FOIL SPORTS\AIO foil system\AIO Wing foil sets";"1";"0";"1";"0";"0";"0";"Contact distributor";"0,0000";"0,0000";"536,8450";"536,8450";"0,0000";"0,00";"kos";"";"https://www.patrikinternational.com/assets/shop_product/patrik-hf-wavestyle-carbon-1600-foilset-v1.png";"";"";"";"";"";"";"";"";"1,0000";"0,000";"0,000";"0,000";"0";"0";"0";"PATRIK_FOIL_SET_HF_WAVE_STYLE";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"5";"0";"0";"0";"1600";""
"P05220004200";"4262431694821";"Patrik Foil Set HF-Wave-Style Carbon 2000";"p05220004200";"";"";"";"WING AND FOIL SPORTS\AIO foil system\AIO Wing foil sets";"1";"0";"1";"0";"0";"0";"Contact distributor";"0,0000";"0,0000";"547,2950";"547,2950";"0,0000";"0,00";"kos";"";"https://www.patrikinternational.com/assets/shop_product/patrik-hf-wavestyle-carbon-2000-foilset-v1.png";"";"";"";"";"";"";"";"";"1,0000";"0,000";"0,000";"0,000";"0";"0";"0";"PATRIK_FOIL_SET_HF_WAVE_STYLE";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"2000";""
"P06210004050";"4262431694838";"Patrik Foil Front Wing 500 cm2";"p06210004050";"";"";"";"WINDSURFING\AIO Windsurf foil system\AIO Windsurf foil parts";"1";"0";"1";"0";"0";"0";"Contact distributor";"0,0000";"0,0000";"106,6850";"106,6850";"0,0000";"0,00";"kos";"";"https://www.patrikinternational.com/assets/shop_product/front-wing-550-v1.png";"";"";"";"";"";"";"";"";"1,0000";"0,000";"0,000";"0,000";"0";"0";"0";"PATRIK_FOIL_FRONT_WING";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"500";""
"P06210004070";"4262431694845";"Patrik Foil Front Wing 700 cm2";"p06210004070";"";"";"";"WINDSURFING\WING AND FOIL SPORTS\AIO Windsurf foil system\AIO Windsurf foil parts\AIO foil system\AIO Wing foil parts";"1";"0";"1";"0";"0";"0";"Contact distributor";"0,0000";"0,0000";"111,6250";"111,6250";"0,0000";"0,00";"kos";"";"https://www.patrikinternational.com/assets/shop_product/front-wing-700-v1.png";"";"";"";"";"";"";"";"";"1,0000";"0,000";"0,000";"0,000";"0";"0";"0";"PATRIK_FOIL_FRONT_WING";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"5";"700";""
"P15209903001";"";"Patrik Tent";"p15209903001";"";"";"";"PROMO ITEMS";"0";"0";"0";"0";"0";"0";"";"0,0000";"0,0000";"0,0000";"0,0000";"0,0000";"0,00";"kos";"";"";"";"";"";"";"";"";"";"";"0,0000";"0,000";"0,000";"0,000";"0";"0";"0";"";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";""
"P06210004090";"4262431694852";"Patrik Foil Front Wing 900 cm2";"p06210004090";"";"";"";"WINDSURFING\WING AND FOIL SPORTS\AIO Windsurf foil system\AIO Windsurf foil parts\AIO foil system\AIO Wing foil parts";"1";"0";"1";"0";"0";"0";"Contact distributor";"0,0000";"0,0000";"121,5050";"121,5050";"0,0000";"0,00";"kos";"";"https://www.patrikinternational.com/assets/shop_product/front-wing-900-v1.png";"";"";"";"";"";"";"";"";"1,0000";"0,000";"0,000";"0,000";"0";"0";"0";"PATRIK_FOIL_FRONT_WING";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"5";"900";""
"P06210004110";"4262431694869";"Patrik Foil Front Wing 1100 cm2";"p06210004110";"";"";"";"WINDSURFING\WING AND FOIL SPORTS\AIO Windsurf foil system\AIO Windsurf foil parts\AIO foil system\AIO Wing foil parts";"1";"0";"1";"0";"0";"0";"Contact distributor";"0,0000";"0,0000";"106,6850";"106,6850";"0,0000";"0,00";"kos";"";"https://www.patrikinternational.com/assets/shop_product/front-wing-1100-v1.png";"";"";"";"";"";"";"";"";"1,0000";"0,000";"0,000";"0,000";"0";"0";"0";"PATRIK_FOIL_FRONT_WING";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"3";"1100";""
"P06240004112";"4262434060500";"Patrik Foil Front Wing 1120 cm2";"p06240004112";"";"";"";"WINDSURFING\AIO Windsurf foil system\AIO Windsurf foil parts";"1";"0";"1";"0";"0";"0";"Contact distributor";"0,0000";"0,0000";"121,6000";"121,6000";"0,0000";"0,00";"kos";"";"https://www.patrikinternational.com/assets/shop_product/front-wing-1120-v1.png";"";"";"";"";"";"";"";"";"1,0000";"0,000";"0,000";"0,000";"0";"0";"0";"PATRIK_FOIL_FRONT_WING";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"6";"1120";""
"P06210004130";"4262431694876";"Patrik Foil Front Wing 1300 cm2";"p06210004130";"";"";"";"WINDSURFING\WING AND FOIL SPORTS\AIO Windsurf foil system\AIO Windsurf foil parts\AIO foil system\AIO Wing foil parts";"1";"0";"1";"0";"0";"0";"Contact distributor";"0,0000";"0,0000";"116,3750";"116,3750";"0,0000";"0,00";"kos";"";"https://www.patrikinternational.com/assets/shop_product/front-wing-1300-v1.png";"";"";"";"";"";"";"";"";"1,0000";"0,000";"0,000";"0,000";"0";"0";"0";"PATRIK_FOIL_FRONT_WING";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"1300";""
"P06210004160";"4262431694883";"Patrik Foil Front Wing 1600 cm2";"p06210004160";"";"";"";"WINDSURFING\WING AND FOIL SPORTS\AIO Windsurf foil system\AIO Windsurf foil parts\AIO foil system\AIO Wing foil parts";"1";"0";"1";"0";"0";"0";"Contact distributor";"0,0000";"0,0000";"121,5050";"121,5050";"0,0000";"0,00";"kos";"";"https://www.patrikinternational.com/assets/shop_product/front-wing-1600-v1.png";"";"";"";"";"";"";"";"";"1,0000";"0,000";"0,000";"0,000";"0";"0";"0";"PATRIK_FOIL_FRONT_WING";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"5";"1600";""
"P06210005200";"4262431694906";"Patrik Foil Back Wing 200 cm2";"p06210005200";"";"";"";"WINDSURFING\WING AND FOIL SPORTS\AIO Windsurf foil system\AIO Windsurf foil parts";"1";"0";"1";"0";"0";"0";"Contact distributor";"0,0000";"0,0000";"43,7000";"43,7000";"0,0000";"0,00";"kos";"";"https://www.patrikinternational.com/assets/shop_product/tail-wing-200-v1.png";"";"";"";"";"";"";"";"";"1,0000";"0,000";"0,000";"0,000";"0";"0";"0";"PATRIK_FOIL_BACK_WING";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"200";""
"P14219001011";"4262431697372";"Camber Plastic Spacer (4mm)";"p14219001011";"";"";"";"SPARE PARTS\Rig spare parts";"1";"0";"1";"0";"0";"0";"Contact distributor";"0,0000";"0,0000";"0,1425";"0,1425";"0,0000";"0,00";"kos";"";"https://www.patrikinternational.com/assets/shop_product/sparebattenplastic-spacer1.jpg";"https://www.patrikinternational.com/assets/shop_product_pic/sparebattenplastic-spacer2.jpg";"";"";"";"";"";"";"";"1,0000";"0,000";"0,000";"0,000";"0";"0";"0";"PATRIK_CAMBER";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"215";"Plastic spacer";""
"P06210005250";"4262431694913";"Patrik Foil Back Wing 250 cm2";"p06210005250";"";"";"";"WINDSURFING\WING AND FOIL SPORTS\AIO Windsurf foil system\AIO Windsurf foil parts\AIO foil system\AIO Wing foil parts";"1";"0";"1";"0";"0";"0";"Contact distributor";"0,0000";"0,0000";"59,2800";"59,2800";"0,0000";"0,00";"kos";"";"https://www.patrikinternational.com/assets/shop_product/tail-wing-250-v1.png";"";"";"";"";"";"";"";"";"1,0000";"0,000";"0,000";"0,000";"0";"0";"0";"PATRIK_FOIL_BACK_WING";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"7";"250";""
"P06210005280";"4262431694920";"Patrik Foil Back Wing 280 cm2";"p06210005280";"";"";"";"WING AND FOIL SPORTS\AIO foil system\AIO Wing foil parts";"1";"0";"1";"0";"0";"0";"Contact distributor";"0,0000";"0,0000";"60,2300";"60,2300";"0,0000";"0,00";"kos";"";"https://www.patrikinternational.com/assets/shop_product/tail-wing-280-v1.png";"";"";"";"";"";"";"";"";"1,0000";"0,000";"0,000";"0,000";"0";"0";"0";"PATRIK_FOIL_BACK_WING";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"4";"280";""
"P06210005310";"4262431694937";"Patrik Foil Back Wing 310 cm2";"p06210005310";"";"";"";"WING AND FOIL SPORTS\AIO foil system\AIO Wing foil parts";"1";"0";"1";"0";"0";"0";"Contact distributor";"0,0000";"0,0000";"61,2750";"61,2750";"0,0000";"0,00";"kos";"";"https://www.patrikinternational.com/assets/shop_product/tail-wing-310-v1.png";"";"";"";"";"";"";"";"";"1,0000";"0,000";"0,000";"0,000";"0";"0";"0";"PATRIK_FOIL_BACK_WING";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"310";""
"P06210006055";"4262431694944";"Patrik Foil Fuselage 55 cm";"p06210006055";"";"";"";"WING AND FOIL SPORTS\AIO foil system\AIO Wing foil parts";"1";"0";"1";"0";"0";"0";"Contact distributor";"0,0000";"0,0000";"61,7500";"61,7500";"0,0000";"0,00";"kos";"";"https://www.patrikinternational.com/assets/shop_product/fusolage-55.png";"";"";"";"";"";"";"";"";"1,0000";"0,000";"0,000";"0,000";"0";"0";"0";"PATRIK_FOIL_FUSELAGE";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"55";""
"P06210006065";"4262431694951";"Patrik Foil Fuselage 65 cm";"p06210006065";"";"";"";"WING AND FOIL SPORTS\AIO foil system\AIO Wing foil parts";"1";"0";"1";"0";"0";"0";"Contact distributor";"0,0000";"0,0000";"64,2200";"64,2200";"0,0000";"0,00";"kos";"";"https://www.patrikinternational.com/assets/shop_product/fusolage-65.png";"";"";"";"";"";"";"";"";"1,0000";"0,000";"0,000";"0,000";"0";"0";"0";"PATRIK_FOIL_FUSELAGE";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"4";"65";""
"P06210006075";"4262431694968";"Patrik Foil Fuselage 75 cm";"p06210006075";"";"";"";"WING AND FOIL SPORTS\AIO foil system\AIO Wing foil parts";"1";"0";"1";"0";"0";"0";"Contact distributor";"0,0000";"0,0000";"67,1650";"67,1650";"0,0000";"0,00";"kos";"";"https://www.patrikinternational.com/assets/shop_product/fusolage-75.png";"";"";"";"";"";"";"";"";"1,0000";"0,000";"0,000";"0,000";"0";"0";"0";"PATRIK_FOIL_FUSELAGE";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"75";""
"P06210006085";"4262431694975";"Patrik Foil Fuselage 85 cm";"p06210006085";"";"";"";"WING AND FOIL SPORTS\AIO foil system\AIO Wing foil parts";"1";"0";"1";"0";"0";"0";"Contact distributor";"0,0000";"0,0000";"70,1100";"70,1100";"0,0000";"0,00";"kos";"";"https://www.patrikinternational.com/assets/shop_product/fusolage-85.png";"";"";"";"";"";"";"";"";"1,0000";"0,000";"0,000";"0,000";"0";"0";"0";"PATRIK_FOIL_FUSELAGE";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"85";""
"P06210006095";"4262431694982";"Patrik Foil Fuselage 95 cm";"p06210006095";"";"";"";"WINDSURFING\WING AND FOIL SPORTS\AIO Windsurf foil system\AIO Windsurf foil parts\AIO foil system\AIO Wing foil parts";"1";"0";"1";"0";"0";"0";"Contact distributor";"0,0000";"0,0000";"74,1000";"74,1000";"0,0000";"0,00";"kos";"";"https://www.patrikinternational.com/assets/shop_product/fusolage-95.png";"";"";"";"";"";"";"";"";"1,0000";"0,000";"0,000";"0,000";"0";"0";"0";"PATRIK_FOIL_FUSELAGE";"";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"95";""
"PATRIK_FOIL_BACK_WING";"";"Patrik Foil Back Wing";"patrik-foil-back-wing";"<p>A.I.O. HYDRO-FOIL BACKWINGS</p>";"<table class=""avia-table avia-data-table avia-table-2  avia-builder-el-10  avia-builder-el-no-sibling  avia_pricing_default "" style=""height: 278px;"" width=""486"">
<tbody>
<tr class=""avia-heading-row"">
<th class="""" style=""width: 200.4px; text-align: center;"">MODEL</th>
<th class="""" style=""width: 269.6px; text-align: center;"">MATERIAL</th>
</tr>
<tr class="""">
<td class="""" style=""width: 200.4px; text-align: center;"">200 cm2</td>
<td class="""" style=""width: 269.6px; text-align: center;"">G-10</td>
</tr>
<tr class="""">
<td class="""" style=""width: 200.4px; text-align: center;"">250 cm2</td>
<td class="""" style=""width: 269.6px; text-align: center;"">carbon</td>
</tr>
<tr class="""">
<td class="""" style=""width: 200.4px; text-align: center;"">280 cm2</td>
<td class="""" style=""width: 269.6px; text-align: center;"">carbon</td>
</tr>
<tr class="""">
<td class="""" style=""width: 200.4px; text-align: center;"">310 cm2</td>
<td class="""" style=""width: 269.6px; text-align: center;"">carbon</td>
</tr>
</tbody>
</table>";"";"WINDSURFING\WING AND FOIL SPORTS\AIO Windsurf foil system\AIO Windsurf foil parts\AIO foil system\AIO Wing foil parts";"1";"0";"1";"0";"0";"0";"";"0,0000";"0,0000";"0,0000";"0,0000";"0,0000";"0,00";"";"";"https://www.patrikinternational.com/assets/shop_product/tail-wings-v1.png";"";"";"";"";"";"";"";"";"0,0000";"0,000";"0,000";"0,000";"0";"0";"0";"";"PATRIK_FOIL_RIDE\PATRIK_RIDE_FOIL\PATRIK_WING_VOLANT_CROSS_V2\PATRIK_FOIL_S2";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"Yes"
"PATRIK_ALU_FOIL_ADAPTER";"";"Patrik Alu Foil Adapter";"patrik-alu-foil-adapter";"<p>A.I.O. FOIL ADAPTERS</p>";"<div class=""container"">
<div class=""post-entry post-entry-type-page post-entry-7006"">
<div class=""entry-content-wrapper clearfix"">
<div class=""flex_column av_one_full  flex_column_div av-zero-column-padding first  avia-builder-el-25  el_after_av_textblock  avia-builder-el-last  column-top-margin"" style=""border-radius: 0px;"">
<div class=""avia-data-table-wrap avia_responsive_table"">
<table class=""avia-table avia-data-table avia-table-5  avia-builder-el-26  avia-builder-el-no-sibling  avia_pricing_default "" style=""height: 324px;"" width=""259"">
<tbody>
<tr class=""avia-heading-row"">
<th class="""" style=""width: 249px; text-align: center;"">MODEL</th>
</tr>
<tr class="""">
<td class="""" style=""width: 249px; text-align: center;"">Deep tuttle</td>
</tr>
<tr class="""">
<td class="""" style=""width: 249px; text-align: center;"">Short tuttle</td>
</tr>
<tr class="""">
<td class="""" style=""width: 249px; text-align: center;"">Power box</td>
</tr>
<tr class="""">
<td class="""" style=""width: 249px; text-align: center;"">US plate</td>
</tr>
</tbody>
</table>
<p>These adapters fit all our A.I.O. aluminium foil masts and allow you to adapt your foil to different board types easily.</p>
</div>
</div>
</div>
</div>
</div>";"";"WINDSURFING\WING AND FOIL SPORTS\AIO Windsurf foil system\AIO Windsurf foil parts\AIO foil system\AIO Wing foil parts";"1";"0";"1";"0";"0";"0";"";"0,0000";"0,0000";"0,0000";"0,0000";"0,0000";"0,00";"";"";"https://www.patrikinternational.com/assets/shop_product/foil-head-adapters-v1.jpg";"";"";"";"";"";"";"";"";"0,0000";"0,000";"0,000";"0,000";"0";"0";"0";"";"PATRIK_FOIL_RIDE\PATRIK_FOIL_RACE\PATRIK_FOIL_MOVE\PATRIK_FOIL_STYLE";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"Yes"
